ID,Frame Name,Cycle Time [ms],Launch Type,Launch Parameter,Signal Byte No.,Signal Bit No.,Signal Name,Signal Function,Signal Length [Bit],Signal Default, Signal Not Available,Byteorder,is signed,GXCAN15,DCDC48V,LPTC,BMS,Tester,APM,HPC_ETH,LPDP,Name / Phys. Range,Function / Increment Unit,Value,frame.,signal.
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,7,APM_HvVsetPFdbk,APM HV  Voltage set point feedback,9,0,,m,u,,,r,,,s,,,0..511,V,511: SNA,,
401h,L_LPDP_SHUTDOWN_CMD,0,cyclicX,0,1,0,SHUTDOWN,The LPDP will shut down as soon as this message is received.,1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,1,0,s5A1_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,1,1,s5A2_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,1,2,s5A3_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,1,3,s5A4_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,1,4,s5A5_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,1,5,s5A6_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,1,6,s5A7_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,1,7,s5A8_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,2,0,s5A9_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,2,1,s5A10_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,2,2,s5A11_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,2,3,s5A12_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,2,4,s5A13_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,2,5,s5A14_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,2,6,s5A15_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,2,7,s15A1_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,3,0,s15A2_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,3,1,s15A3_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,3,2,s25A1_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
402h,L_LPDP_OUTPUT_CMD,0,cyclicX,0,3,3,s25A2_EN,"Output enable/disable bit- 0 for off, 1 for on",1,0,,m,u,,,s,,,,,r,0..0,,,,
403h,L_LPDP_RequestRev,0,cyclicX,0,1,0,REQUEST_REV,The LPDP will send SW + HW Revisions as soon as this message ID is recevied,1,0,,m,u,,,s,,,,,r,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,1,0,HEARTBEAT,"Counts as (n+1)%256, with one increment per message.",8,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,2,0,MAIN_FUSE_STAT,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,2,1,MAIN_SWITCH_STAT,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,2,2,SW1_FUSE_STAT,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,2,3,SW2_FUSE_STAT,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,2,4,SW3_FUSE_STAT,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,2,5,LPTC_LOGIC_FUSE_STAT,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,2,6,LPTC_THERM_FUSE_STAT,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,2,7,EPS_FUSE_STAT,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,3,0,s5A1_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,3,1,s5A2_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,3,2,s5A3_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,3,3,s5A4_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,3,4,s5A5_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,3,5,s5A6_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,3,6,s5A7_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,3,7,s5A8_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,4,0,s5A9_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,4,1,s5A10_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,4,2,s5A11_PGOOD,,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,4,3,s5A12_PGOOD,,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,4,4,s5A13_PGOOD,,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,4,5,s5A14_PGOOD,,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,4,6,s5A15_PGOOD,,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,4,7,s15A1_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,5,0,s15A2_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,5,1,s15A3_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,5,2,s25A1_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,5,3,s25A2_PGOOD,.,1,0,,m,u,,,,,,,,s,0..0,,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,5,4,MAX_INT_TEMP,.,8,0.11710,,m,u,,,,,,,,s,-40..124.998,0.64705  C,,,
404h,L_LPDP_HBeatStatus,0,cyclicX,0,6,4,LPDP_STATE,.,8,0,,m,u,,,,,,,,s,0..0,,,,
405h,L_LPDP_VerID,0,cyclicX,0,1,0,LPDP_GIT_SHA,Lyft App Software Version,64,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,1,0,OVER_TEMPERATURE,Two temperature values are over 100C for 10s,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,1,1,OVER_VOLTAGE_MAIN_INPUT,The input voltage is over 16V for over 500ms,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,1,2,UNDER_VOLTAGE_MAIN_INPUT,The input voltage is under 9V for over 500ms,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,1,3,MAIN_SWITCH_FAULT,The measured main switch state does not agree with the MCU commanded state.,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,1,4,OVER_CURRENT_5A1,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,1,5,OVER_CURRENT_5A2,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,1,6,OVER_CURRENT_5A3,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,1,7,OVER_CURRENT_5A4,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,2,0,OVER_CURRENT_5A5,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,2,1,OVER_CURRENT_5A6,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,2,2,OVER_CURRENT_5A7,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,2,3,OVER_CURRENT_5A8,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,2,4,OVER_CURRENT_5A9,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,2,5,OVER_CURRENT_5A10,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,2,6,OVER_CURRENT_5A11,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,2,7,OVER_CURRENT_5A12,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,3,0,OVER_CURRENT_5A13,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,3,1,OVER_CURRENT_5A14,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,3,2,OVER_CURRENT_5A15,The output channel has an overcurrent of more then 7A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,3,3,OVER_CURRENT_15A1,The output channel has an overcurrent of more then 17A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,3,4,OVER_CURRENT_15A2,The output channel has an overcurrent of more then 17A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,3,5,OVER_CURRENT_15A3,The output channel has an overcurrent of more then 17A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,3,6,OVER_CURRENT_25A1,The output channel has an overcurrent of more then 27A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,3,7,OVER_CURRENT_25A2,The output channel has an overcurrent of more then 27A,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,4,0,MAIN_FUSE_FAULT,The main fuse has blown.,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,4,1,OVER_CURRENT_LPTC_LOGIC,The ouptut channel has an overcurrent of more than 5A for over 100ms,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,4,2,OVER_CURRENT_LPTC_THERM,The output channel has an overcurrent of more than 50A for over 100ms,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,4,3,OVER_CURRENT_EPS,The output channel has an overcurrent of more than 50A for over 100ms,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,4,4,MCU_ESM,tbd,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,4,5,ETHERNET_COMMUNICATION_ERROR,Ethernet communication is not possible anymore,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,4,6,CAN_COMMUNICATION_ERROR,CAN communication is not possible anymore or invalid CAN message was received.,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,4,7,POST_ERROR,During the POST an error occured,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,5,0,INV_KL15,Inverse LPDP KL15 ,1,0,,m,u,,,,,,,,s,0..0,,,,
406h,L_LPDP_Fault,0,cyclicX,0,5,1,PMIC_ERROR,"If PMIC is in safe state, we shall disable all loads and the main switch",1,0,,m,u,,,,,,,,s,0..0,,,,
407h,L_LPDP_TEMP,0,cyclicX,0,1,0,THERM_4,Temperature at location 4,8,0.11710,,m,u,,,,,,,,s,-40..124.998,0.64705  C,,,
407h,L_LPDP_TEMP,0,cyclicX,0,2,0,THERM_3,Temperature at location 3,8,0.11710,,m,u,,,,,,,,s,-40..124.998,0.64705  C,,,
407h,L_LPDP_TEMP,0,cyclicX,0,3,0,THERM_2,Temperature at location 2,8,0.11710,,m,u,,,,,,,,s,-40..124.998,0.64705  C,,,
407h,L_LPDP_TEMP,0,cyclicX,0,4,0,THERM_1,Temperature at location 1,8,0.11710,,m,u,,,,,,,,s,-40..124.998,0.64705  C,,,
408h,L_LPDP_5A_V_0,0,cyclicX,0,1,0,VOUT_5A1,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
408h,L_LPDP_5A_V_0,0,cyclicX,0,2,4,VOUT_5A2,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
408h,L_LPDP_5A_V_0,0,cyclicX,0,4,0,VOUT_5A3,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
408h,L_LPDP_5A_V_0,0,cyclicX,0,5,4,VOUT_5A4,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
408h,L_LPDP_5A_V_0,0,cyclicX,0,7,0,VOUT_5A5,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
409h,L_LPDP_5A_V_1,0,cyclicX,0,1,0,VOUT_5A6,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
409h,L_LPDP_5A_V_1,0,cyclicX,0,2,4,VOUT_5A7,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
409h,L_LPDP_5A_V_1,0,cyclicX,0,4,0,VOUT_5A8,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
409h,L_LPDP_5A_V_1,0,cyclicX,0,5,4,VOUT_5A9,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
409h,L_LPDP_5A_V_1,0,cyclicX,0,7,0,VOUT_5A10,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
40Ah,L_LPDP_5A_V_2,0,cyclicX,0,1,0,VOUT_5A11,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
40Ah,L_LPDP_5A_V_2,0,cyclicX,0,2,4,VOUT_5A12,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
40Ah,L_LPDP_5A_V_2,0,cyclicX,0,4,0,VOUT_5A13,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
40Ah,L_LPDP_5A_V_2,0,cyclicX,0,5,4,VOUT_5A14,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
40Ah,L_LPDP_5A_V_2,0,cyclicX,0,7,0,VOUT_5A15,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
40Bh,L_LPDP_15A_V_0,0,cyclicX,0,1,0,VOUT_15A1,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
40Bh,L_LPDP_15A_V_0,0,cyclicX,0,2,4,VOUT_15A2,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
40Bh,L_LPDP_15A_V_0,0,cyclicX,0,4,0,VOUT_15A3,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
40Ch,L_LPDP_25A_V_0,0,cyclicX,0,1,0,VOUT_25A1,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
40Ch,L_LPDP_25A_V_0,0,cyclicX,0,2,4,VOUT_25A2,E-fuse output voltage,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  V,,,
40Dh,L_LPDP_5A_I_0,0,cyclicX,0,1,0,IOUT_5A1,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Dh,L_LPDP_5A_I_0,0,cyclicX,0,2,4,IOUT_5A2,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Dh,L_LPDP_5A_I_0,0,cyclicX,0,4,0,IOUT_5A3,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Dh,L_LPDP_5A_I_0,0,cyclicX,0,5,4,IOUT_5A4,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Dh,L_LPDP_5A_I_0,0,cyclicX,0,7,0,IOUT_5A5,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Eh,L_LPDP_5A_I_1,0,cyclicX,0,1,0,IOUT_5A6,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Eh,L_LPDP_5A_I_1,0,cyclicX,0,2,4,IOUT_5A7,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Eh,L_LPDP_5A_I_1,0,cyclicX,0,4,0,IOUT_5A8,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Eh,L_LPDP_5A_I_1,0,cyclicX,0,5,4,IOUT_5A9,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Eh,L_LPDP_5A_I_1,0,cyclicX,0,7,0,IOUT_5A10,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Fh,L_LPDP_5A_I_2,0,cyclicX,0,1,0,IOUT_5A11,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Fh,L_LPDP_5A_I_2,0,cyclicX,0,2,4,IOUT_5A12,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Fh,L_LPDP_5A_I_2,0,cyclicX,0,4,0,IOUT_5A13,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Fh,L_LPDP_5A_I_2,0,cyclicX,0,5,4,IOUT_5A14,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
40Fh,L_LPDP_5A_I_2,0,cyclicX,0,7,0,IOUT_5A15,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..9.99999,0.002442  A,,,
410h,L_LPDP_15A_I_0,0,cyclicX,0,1,0,IOUT_15A1,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  A,,,
410h,L_LPDP_15A_I_0,0,cyclicX,0,2,4,IOUT_15A2,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  A,,,
410h,L_LPDP_15A_I_0,0,cyclicX,0,4,0,IOUT_15A3,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..20,0.004884  A,,,
411h,L_LPDP_25A_I_0,0,cyclicX,0,1,0,IOUT_25A1,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..30,0.007326  A,,,
411h,L_LPDP_25A_I_0,0,cyclicX,0,2,4,IOUT_25A2,E-fuse output current,12,0.000000,,m,u,,,,,,,,s,0..30,0.007326  A,,,
412h,L_LPDP_LKL30_BUS_INPUT_VI,0,cyclicX,0,1,0,I_MAIN_INPUT,Input current,16,0.000932,,m,u,,,,,,,,s,-100..399.967,0.007629  A,,,
412h,L_LPDP_LKL30_BUS_INPUT_VI,0,cyclicX,0,3,0,V_MAIN_INPUT,Input voltage,16,0E-8,,m,u,,,,,,,,s,0..20,0.00030518  V,,,
